2018-04-30,17:33,schedule,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",0.0833,1525124277,"0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105"
2018-04-30,17:40,schedule,"0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1",7.0833,1525149477,"0.161,0.1704,0.1542,0.1655,0.1701,0.1657,0.1862,0.1773"
2018-04-30,17:44,schedule,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",11.0833,1525163877,"0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1"
2018-04-30,17:51,schedule,"0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1",18.0833,1525189077,"1.0013,0.9974,0.9982,0.9969,0.9969,1.004,1.0006,0.9979"
2018-04-30,17:55,schedule,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",22.0833,1525203477,"0.0991,0.0991,0.0992,0.0991,0.0993,0.0991,0.0992,0.0991"
2018-04-30,18:03,schedule,"0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1",29.0833,1525228677,"1.0013,1.0028,0.9989,0.9993,1.003,1.0039,0.9968,0.9943"
2018-04-30,18:07,schedule,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",33.0833,1525243077,"0.0991,0.0992,0.0991,0.0991,0.0991,0.0991,0.0993,0.0991"
2018-04-30,18:14,schedule,"0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1",40.0833,1525268277,"0.9948,1.0046,1.0026,0.9966,0.9962,1.0055,1.0015,0.9987"
2018-04-30,18:19,schedule,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",44.0833,1525282677,"0.0991,0.0991,0.0991,0.0991,0.0992,0.0991,0.0991,0.0992"
2018-04-30,18:26,schedule,"0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1",51.0833,1525307877,"1.0025,1.0028,0.9955,1.0016,1.0011,0.9992,1.0001,0.9955"
2018-04-30,18:30,schedule,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",55.0833,1525322277,"0.0993,0.0992,0.0992,0.0993,0.0991,0.0991,0.0991,0.099"
