2018-04-28,14:48,chamber,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",0.0833,1524941578,"0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105,0.0105"
2018-04-28,14:59,chamber,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1",11.2,1524981598,"0.9394,0.879,0.843,0.9156,0.8938,0.8842,0.8356,0.9542"
2018-04-28,14:59,chamber,"0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.1",11.2833,1524981898,"0.9709,0.9075,0.8715,0.9444,0.925,0.9134,0.8632,0.942"
2018-04-28,15:00,chamber,"0.1,1.0,1.0,0.1,0.1,1.0,1.0,0.1",11.3667,1524982198,"0.9571,0.9394,0.9017,0.9764,0.9563,0.9441,0.8898,0.9176"
2018-04-28,15:00,chamber,"0.1,0.1,1.0,0.1,0.1,0.1,1.0,0.1",11.45,1524982498,"0.9303,0.9715,0.9331,0.9641,0.9415,0.9767,0.9187,0.8911"
2018-04-28,15:00,chamber,"0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1",11.5333,1524982798,"0.9058,0.9561,0.963,0.9412,0.9158,0.9653,0.9501,0.8639"
2018-04-28,15:01,chamber,"0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0",13.2,1524988798,"0.1556,0.2584,0.2845,0.2179,0.1837,0.2778,0.2785,0.0803"
2018-04-28,15:02,chamber,"1.0,0.1,0.1,0.1,0.1,0.1,0.1,1.0",13.2833,1524989098,"0.1035,0.2086,0.2372,0.1686,0.1321,0.2307,0.2305,0.0752"
2018-04-28,15:02,chamber,"1.0,0.1,0.1,0.1,1.0,0.1,0.1,1.0",13.3667,1524989398,"0.0945,0.1592,0.1866,0.1149,0.0807,0.1819,0.1804,0.0762"
2018-04-28,15:02,chamber,"1.0,0.1,0.1,1.0,1.0,0.1,0.1,1.0",13.45,1524989698,"0.0978,0.1088,0.1363,0.0712,0.0751,0.1308,0.1293,0.0783"
2018-04-28,15:02,chamber,"1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0",13.5333,1524989998,"0.1022,0.0673,0.0855,0.0676,0.0767,0.0788,0.0791,0.0806"
2018-04-28,15:08,chamber,"0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0",19.2,1525010398,"0.9739,0.5538,0.7046,0.6323,0.6983,0.6639,0.733,0.7978"
2018-04-28,15:08,chamber,"0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.1",19.7,1525012198,"0.8269,0.6756,0.8612,0.7654,0.8515,0.8104,0.8954,0.9744"
2018-04-28,15:08,chamber,"0.1,1.0,1.0,1.0,1.0,1.0,0.1,0.1",19.8667,1525012798,"0.7662,0.7238,0.9214,0.8189,0.9101,0.8683,0.9558,0.9383"
2018-04-28,15:09,chamber,"0.1,1.0,0.1,1.0,1.0,1.0,0.1,0.1",19.95,1525013098,"0.7344,0.7471,0.9528,0.8452,0.9413,0.897,0.9429,0.9121"
2018-04-28,15:09,chamber,"0.1,1.0,0.1,1.0,0.1,1.0,0.1,0.1",20.0333,1525013398,"0.7014,0.7716,0.9378,0.8749,0.9737,0.9294,0.9185,0.886"
2018-04-28,15:09,chamber,"0.1,1.0,0.1,1.0,0.1,0.1,0.1,0.1",20.1167,1525013698,"0.6675,0.7962,0.9133,0.9052,0.9614,0.9611,0.8926,0.8591"
2018-04-28,15:09,chamber,"0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1",20.2833,1525014298,"0.5956,0.8512,0.8608,0.9675,0.9102,0.9192,0.8389,0.8014"
2018-04-28,15:09,chamber,"0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1",20.6167,1525015498,"0.4389,0.979,0.7443,0.8778,0.7996,0.8105,0.7168,0.6752"
2018-04-28,15:10,chamber,"1.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1",21.2833,1525017898,"0.0681,0.7688,0.4494,0.6275,0.5211,0.5411,0.4196,0.3664"
